Entry	Entry name	Status	Protein names	Gene names	Organism	Length
A0A1H6QBM9	A0A1H6QBM9_YARLL	unreviewed	Protein BFR2	B0I71DRAFT_135434 YALI1_D14329g	Yarrowia lipolytica (Candida lipolytica)	495
A0A1D8NCQ5	A0A1D8NCQ5_YARLL	unreviewed	Vacuolar protein-sorting-associated protein 36 (ESCRT-II complex subunit VPS36)	B0I71DRAFT_131133 YALI1_D01317g	Yarrowia lipolytica (Candida lipolytica)	485
A0A1D8N6L6	A0A1D8N6L6_YARLL	unreviewed	HotDog domain-containing protein	B0I71DRAFT_130129 YALI1_B07295g	Yarrowia lipolytica (Candida lipolytica)	478
A0A1D8N8S4	A0A1D8N8S4_YARLL	unreviewed	NADP-dependent oxidoreductase domain-containing protein	B0I71DRAFT_126605 YALI1_B28394g	Yarrowia lipolytica (Candida lipolytica)	309
A0A1D8NAD3	A0A1D8NAD3_YARLL	unreviewed	Ribonuclease H-like domain-containing protein	B0I71DRAFT_129421 YALI1_C13410g	Yarrowia lipolytica (Candida lipolytica)	256
A0A1D8NK43	A0A1D8NK43_YARLL	unreviewed	Eukaryotic translation initiation factor 3 subunit F (eIF3f)	B0I71DRAFT_6610 YALI1_E31772g	Yarrowia lipolytica (Candida lipolytica)	294
A0A1D8NGJ7	A0A1D8NGJ7_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_111666 YALI1_E00869g	Yarrowia lipolytica (Candida lipolytica)	853
Q9Y7B0	Q9Y7B0_YARLL	unreviewed	Signal sequence receptor alpha subunit	SRP101 YALI1_F30641g	Yarrowia lipolytica (Candida lipolytica)	557
A0A1D8NHF0	A0A1D8NHF0_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_14490 YALI1_E08198g	Yarrowia lipolytica (Candida lipolytica)	417
A0A1D8NIR6	A0A1D8NIR6_YARLL	unreviewed	Chitin synthesis regulation, resistance to congo red-domain-containing protein	B0I71DRAFT_128161 YALI1_E20423g	Yarrowia lipolytica (Candida lipolytica)	173
A0A1D8NEC3	A0A1D8NEC3_YARLL	unreviewed	Complex1_LYR_dom domain-containing protein	B0I71DRAFT_133064 YALI1_D15296g	Yarrowia lipolytica (Candida lipolytica)	100
A0A1D8NL24	A0A1D8NL24_YARLL	unreviewed	Nucleoside phosphatase GDA1/CD39	B0I71DRAFT_136418 YALI1_E39570g	Yarrowia lipolytica (Candida lipolytica)	402
A0A1D8NKL3	A0A1D8NKL3_YARLL	unreviewed	Biotin-protein ligase	B0I71DRAFT_127864 YALI1_E35955g	Yarrowia lipolytica (Candida lipolytica)	614
A0A1D8N9M9	A0A1D8N9M9_YARLL	unreviewed	Kinase-like domain-containing protein	B0I71DRAFT_133645 YALI1_C06106g	Yarrowia lipolytica (Candida lipolytica)	658
A0A1D8NHT1	A0A1D8NHT1_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_27617 YALI1_E12103g	Yarrowia lipolytica (Candida lipolytica)	319
A0A1H6PRV7	A0A1H6PRV7_YARLL	unreviewed	Ubiquitin-40S ribosomal protein S31 fusion protein	B0I71DRAFT_116836 YALI1_F13373g	Yarrowia lipolytica (Candida lipolytica)	150
A0A1H6Q1K0	A0A1H6Q1K0_YARLL	unreviewed	Formate dehydrogenase (FDH) (EC 1.17.1.9) (NAD-dependent formate dehydrogenase)	B0I71DRAFT_137133 YALI1_F36584g	Yarrowia lipolytica (Candida lipolytica)	365
A0A1D8NJW3	A0A1D8NJW3_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_132311 YALI1_E29611g	Yarrowia lipolytica (Candida lipolytica)	154
A0A1D8NLA5	A0A1D8NLA5_YARLL	unreviewed	RING-type domain-containing protein	B0I71DRAFT_132579 YALI1_F00155g	Yarrowia lipolytica (Candida lipolytica)	432
A0A1D8NG04	A0A1D8NG04_YARLL	unreviewed	USP domain-containing protein	B0I71DRAFT_133130 YALI1_D31823g	Yarrowia lipolytica (Candida lipolytica)	464
A0A1D8NL95	A0A1D8NL95_YARLL	unreviewed	Zn(2)-C6 fungal-type domain-containing protein	B0I71DRAFT_93727 YALI1_E41514g	Yarrowia lipolytica (Candida lipolytica)	469
A0A1H6QCT3	A0A1H6QCT3_YARLL	unreviewed	Actin	B0I71DRAFT_131965 YALI1_D10600g	Yarrowia lipolytica (Candida lipolytica)	375
A0A1D8NNL6	A0A1D8NNL6_YARLL	unreviewed	ZIP zinc transporter-domain-containing protein	B0I71DRAFT_135502 YALI1_F20742g	Yarrowia lipolytica (Candida lipolytica)	433
A0A1H6PNY9	A0A1H6PNY9_YARLL	unreviewed	General transcription and DNA repair factor IIH helicase subunit XPD (EC 3.6.4.12)	B0I71DRAFT_132737 YALI1_F27663g	Yarrowia lipolytica (Candida lipolytica)	785
A0A1H6Q0D8	A0A1H6Q0D8_YARLL	unreviewed	60S ribosomal export protein NMD3	B0I71DRAFT_92001 YALI1_F11493g	Yarrowia lipolytica (Candida lipolytica)	505
A0A1D8N5A2	A0A1D8N5A2_YARLL	unreviewed	40S ribosomal protein S0	RPS0 B0I71DRAFT_131200 YALI1_A18557g	Yarrowia lipolytica (Candida lipolytica)	270
A0A1D8N7X9	A0A1D8N7X9_YARLL	unreviewed	HIT-like domain-containing protein	B0I71DRAFT_127546 YALI1_B20043g	Yarrowia lipolytica (Candida lipolytica)	279
A0A1H6QB37	A0A1H6QB37_YARLL	unreviewed	A1 cistron-splicing factor	B0I71DRAFT_133287 YALI1_A02131g	Yarrowia lipolytica (Candida lipolytica)	381
A0A1H6PWX2	A0A1H6PWX2_YARLL	unreviewed	DnaJ domain-containing protein	B0I71DRAFT_135614 YALI1_A00746g	Yarrowia lipolytica (Candida lipolytica)	429
A0A1D8NNG5	A0A1D8NNG5_YARLL	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16)	B0I71DRAFT_126577 YALI1_F18943g	Yarrowia lipolytica (Candida lipolytica)	319
A0A1H6PYS4	A0A1H6PYS4_YARLL	unreviewed	Aspartic peptidase domain-containing protein	B0I71DRAFT_169043 YALI1_E39466g	Yarrowia lipolytica (Candida lipolytica)	397
A0A1H6QA13	A0A1H6QA13_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_30894 YALI1_D18442g	Yarrowia lipolytica (Candida lipolytica)	180
A0A1H6PKU0	A0A1H6PKU0_YARLL	unreviewed	Cysteine proteinase 1, mitochondrial (EC 3.4.22.40)	B0I71DRAFT_131604 YALI1_F23867g	Yarrowia lipolytica (Candida lipolytica)	490
A0A1D8N7R1	A0A1D8N7R1_YARLL	unreviewed	RRM domain-containing protein	B0I71DRAFT_130229 YALI1_B18368g	Yarrowia lipolytica (Candida lipolytica)	113
A0A1H6PHY7	A0A1H6PHY7_YARLL	unreviewed	WD40-repeat-containing domain protein	B0I71DRAFT_135369 YALI1_B18798g	Yarrowia lipolytica (Candida lipolytica)	741
A0A1D8NJ55	A0A1D8NJ55_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_135577 YALI1_E23472g	Yarrowia lipolytica (Candida lipolytica)	693
A0A1D8NBP6	A0A1D8NBP6_YARLL	unreviewed	Probable cytosolic iron-sulfur protein assembly protein 1	CIA1 B0I71DRAFT_131919 YALI1_C25576g	Yarrowia lipolytica (Candida lipolytica)	332
A0A1H6PZ38	A0A1H6PZ38_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_15036 YALI1_F25444g	Yarrowia lipolytica (Candida lipolytica)	285
A0A1D8NHT8	A0A1D8NHT8_YARLL	unreviewed	RRM domain-containing protein	B0I71DRAFT_27661 YALI1_E12402g	Yarrowia lipolytica (Candida lipolytica)	601
A0A1H6Q7E1	A0A1H6Q7E1_YARLL	unreviewed	Calcipressin-domain-containing protein	B0I71DRAFT_130002 YALI1_E12614g	Yarrowia lipolytica (Candida lipolytica)	264
A0A1D8NK91	A0A1D8NK91_YARLL	unreviewed	DNA-directed RNA polymerase	B0I71DRAFT_128980 YALI1_E32622g	Yarrowia lipolytica (Candida lipolytica)	151
A0A1H6Q7Q5	A0A1H6Q7Q5_YARLL	unreviewed	Ribonuclease P (EC 3.1.26.5)	B0I71DRAFT_133264 YALI1_A02561g	Yarrowia lipolytica (Candida lipolytica)	145
A0A1H6Q4F9	A0A1H6Q4F9_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_126310 YALI1_E00533g	Yarrowia lipolytica (Candida lipolytica)	431
A0A1H6PT51	A0A1H6PT51_YARLL	unreviewed	Elongator complex protein 5	B0I71DRAFT_43685 YALI1_B12427g	Yarrowia lipolytica (Candida lipolytica)	291
A0A1D8NCW0	A0A1D8NCW0_YARLL	unreviewed	Non-specific serine/threonine protein kinase (EC 2.7.11.1)	B0I71DRAFT_133685 YALI1_D02362g	Yarrowia lipolytica (Candida lipolytica)	579
A0A1D8NMU3	A0A1D8NMU3_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_136757 YALI1_F14368g	Yarrowia lipolytica (Candida lipolytica)	419
A0A1H6Q4B2	A0A1H6Q4B2_YARLL	unreviewed	Rab-GTPase-TBC domain-domain-containing protein	B0I71DRAFT_131769 YALI1_B02550g	Yarrowia lipolytica (Candida lipolytica)	967
A0A1D8NEP9	A0A1D8NEP9_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_158429 YALI1_D19018g	Yarrowia lipolytica (Candida lipolytica)	264
A0A1D8NEA1	A0A1D8NEA1_YARLL	unreviewed	Epimerase domain-containing protein	B0I71DRAFT_133071 YALI1_D15398g	Yarrowia lipolytica (Candida lipolytica)	352
A0A1D8NH32	A0A1D8NH32_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_96405 YALI1_E05180g	Yarrowia lipolytica (Candida lipolytica)	2165
A0A1D8N8L1	A0A1D8N8L1_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_133501 YALI1_B26596g	Yarrowia lipolytica (Candida lipolytica)	286
A0A1D8NJZ9	A0A1D8NJZ9_YARLL	unreviewed	Mitogen-activated protein kinase (EC 2.7.11.24)	B0I71DRAFT_132341 YALI1_E30073g	Yarrowia lipolytica (Candida lipolytica)	386
A0A1H6PS36	A0A1H6PS36_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_10697 YALI1_B01711g	Yarrowia lipolytica (Candida lipolytica)	187
A0A1D8NJZ5	A0A1D8NJZ5_YARLL	unreviewed	Guanine deaminase (Guanase) (EC 3.5.4.3) (Guanine aminohydrolase)	B0I71DRAFT_129851 YALI1_E30496g	Yarrowia lipolytica (Candida lipolytica)	451
A0A1H6PV80	A0A1H6PV80_YARLL	unreviewed	FAD dependent oxidoreductase	B0I71DRAFT_129184 YALI1_D05375g	Yarrowia lipolytica (Candida lipolytica)	401
A0A1H6PWN5	A0A1H6PWN5_YARLL	unreviewed	Arginine N-methyltransferase 2 (EC 2.1.1.-)	B0I71DRAFT_175171 YALI1_C20452g	Yarrowia lipolytica (Candida lipolytica)	475
A0A1D8N7N1	A0A1D8N7N1_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_130198 YALI1_B17805g	Yarrowia lipolytica (Candida lipolytica)	580
A0A1D8NLY8	A0A1D8NLY8_YARLL	unreviewed	ZIP zinc transporter-domain-containing protein	B0I71DRAFT_139264 YALI1_F06628g	Yarrowia lipolytica (Candida lipolytica)	454
A0A1D8NCI5	A0A1D8NCI5_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_134380 YALI1_C33314g	Yarrowia lipolytica (Candida lipolytica)	325
A0A1D8N3V2	A0A1D8N3V2_YARLL	unreviewed	Guanine nucleotide-binding protein subunit gamma	B0I71DRAFT_133430 YALI1_A06396g	Yarrowia lipolytica (Candida lipolytica)	166
A0A1D8N8K1	A0A1D8N8K1_YARLL	unreviewed	BTB domain-containing protein	B0I71DRAFT_130288 YALI1_B25223g	Yarrowia lipolytica (Candida lipolytica)	362
A0A1D8N7K2	A0A1D8N7K2_YARLL	unreviewed	Anp1-domain-containing protein	B0I71DRAFT_130769 YALI1_B16477g	Yarrowia lipolytica (Candida lipolytica)	337
A0A1D8NJ39	A0A1D8NJ39_YARLL	unreviewed	Tubulin alpha chain	B0I71DRAFT_135596 YALI1_E23184g	Yarrowia lipolytica (Candida lipolytica)	449
A0A1H6PX92	A0A1H6PX92_YARLL	unreviewed	Acyltransf_C domain-containing protein	B0I71DRAFT_96453 YALI1_B16087g	Yarrowia lipolytica (Candida lipolytica)	223
A0A1D8NLR2	A0A1D8NLR2_YARLL	unreviewed	Cytochrome c oxidase subunit (Cytochrome c oxidase polypeptide VIa)	B0I71DRAFT_126205 YALI1_F04455g	Yarrowia lipolytica (Candida lipolytica)	144
A0A2S1ZAU5	A0A2S1ZAU5_ASPTE	unreviewed	Cis-aconitate decarboxylase (Cis-aconitic acid decarboxylase) (EC 4.1.1.6) (Immune-responsive protein)	cadA ATEIFO6365_0015001300 ATETN484_0016001300	Aspergillus terreus	490
A8WDI2	A8WDI2_AURPU	unreviewed	Alkaline serine protease		Aureobasidium pullulans (Black yeast) (Pullularia pullulans)	415
A0A1H6PN81	A0A1H6PN81_YARLL	unreviewed	Peroxin-5 (Peroxisomal targeting signal receptor)	B0I71DRAFT_136047 YALI1_F36178g	Yarrowia lipolytica (Candida lipolytica)	598
A0A1H6Q9K6	A0A1H6Q9K6_YARLL	unreviewed	Domain found in IF2B/IF5-domain-containing protein	B0I71DRAFT_130912 YALI1_D09504g	Yarrowia lipolytica (Candida lipolytica)	385
A0A1H6PIQ5	A0A1H6PIQ5_YARLL	unreviewed	U6 snRNA-associated Sm-like protein LSm8	LSM8 B0I71DRAFT_134046 YALI1_B08580g	Yarrowia lipolytica (Candida lipolytica)	97
A0A1H6PQF9	A0A1H6PQF9_YARLL	unreviewed	WD40-repeat-containing domain protein	B0I71DRAFT_135300 YALI1_B19747g	Yarrowia lipolytica (Candida lipolytica)	696
A0A1D8N716	A0A1D8N716_YARLL	unreviewed	Thiolase, N-terminal domain-domain-containing protein	B0I71DRAFT_127348 YALI1_B11532g	Yarrowia lipolytica (Candida lipolytica)	392
A0A1D8NF54	A0A1D8NF54_YARLL	unreviewed	F-box domain-containing protein	B0I71DRAFT_133957 YALI1_D23169g	Yarrowia lipolytica (Candida lipolytica)	491
A0A1D8NLR0	A0A1D8NLR0_YARLL	unreviewed	Kinase-like domain-containing protein	B0I71DRAFT_439 YALI1_F04314g	Yarrowia lipolytica (Candida lipolytica)	800
A0A1H6Q500	A0A1H6Q500_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_133259 YALI1_E05538g	Yarrowia lipolytica (Candida lipolytica)	416
A0A1H6PUC6	A0A1H6PUC6_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_126690 YALI1_B26888g	Yarrowia lipolytica (Candida lipolytica)	86
A0A1D8NKJ0	A0A1D8NKJ0_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_135902 YALI1_E35249g	Yarrowia lipolytica (Candida lipolytica)	128
Q9HFV0	Q9HFV0_YARLL	unreviewed	C1-THFS protein	B0I71DRAFT_126377 YALI1_E01589g	Yarrowia lipolytica (Candida lipolytica)	937
A0A1D8NNS0	A0A1D8NNS0_YARLL	unreviewed	Alkaline phosphatase (EC 3.1.3.1)	B0I71DRAFT_132652 YALI1_F22321g	Yarrowia lipolytica (Candida lipolytica)	558
A0A1D8N835	A0A1D8N835_YARLL	unreviewed	WD40-repeat-containing domain protein	B0I71DRAFT_156840 YALI1_B21628g	Yarrowia lipolytica (Candida lipolytica)	319
A0A1D8NPG2	A0A1D8NPG2_YARLL	unreviewed	Zinc/iron permease	B0I71DRAFT_127616 YALI1_F28590g	Yarrowia lipolytica (Candida lipolytica)	395
A0A1H6PSY1	A0A1H6PSY1_YARLL	unreviewed	Kinase-like domain-containing protein	B0I71DRAFT_127082 YALI1_B14418g	Yarrowia lipolytica (Candida lipolytica)	316
A0A1H6PY79	A0A1H6PY79_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_30089 YALI1_D14180g	Yarrowia lipolytica (Candida lipolytica)	214
A0A1H6PR43	A0A1H6PR43_YARLL	unreviewed	Proline dehydrogenase (EC 1.5.5.2)	B0I71DRAFT_156819 YALI1_B12966g	Yarrowia lipolytica (Candida lipolytica)	502
A0A1D8NIW0	A0A1D8NIW0_YARLL	unreviewed	Glutamyl-tRNA synthetase (EC 6.1.1.17)	B0I71DRAFT_128104 YALI1_E21230g	Yarrowia lipolytica (Candida lipolytica)	514
A0A1D8NFQ8	A0A1D8NFQ8_YARLL	unreviewed	SecY subunit domain-containing protein	B0I71DRAFT_129494 YALI1_D28842g	Yarrowia lipolytica (Candida lipolytica)	476
A0A1D8NER6	A0A1D8NER6_YARLL	unreviewed	zf-LYAR domain-containing protein	B0I71DRAFT_130624 YALI1_D19354g	Yarrowia lipolytica (Candida lipolytica)	170
A0A1D8N9E8	A0A1D8N9E8_YARLL	unreviewed	Arf-GAP domain-containing protein	B0I71DRAFT_173910 YALI1_C03988g	Yarrowia lipolytica (Candida lipolytica)	450
S5TMP4	S5TMP4_YARLL	unreviewed	Cytochrome c oxidase subunit 1 (EC 7.1.1.9)	cox1 YALI1_M00131g	Yarrowia lipolytica (Candida lipolytica)	535
A0A1D8NJS1	A0A1D8NJS1_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_131420 YALI1_E28213g	Yarrowia lipolytica (Candida lipolytica)	782
Q9UUU1	Q9UUU1_YARLL	unreviewed	NUCM protein (EC 1.6.99.3)	nucm B0I71DRAFT_131656 YALI1_F22993g	Yarrowia lipolytica (Candida lipolytica)	466
A0A1D8NBY1	A0A1D8NBY1_YARLL	unreviewed	AMPK1_CBM domain-containing protein	YALI1_C27141g YALI1_C27746g	Yarrowia lipolytica (Candida lipolytica)	1002
A0A1D8NGV3	A0A1D8NGV3_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_126474 YALI1_E03183g	Yarrowia lipolytica (Candida lipolytica)	126
A0A1D8NHE5	A0A1D8NHE5_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_128530 YALI1_E08035g	Yarrowia lipolytica (Candida lipolytica)	260
A0A1D8NML9	A0A1D8NML9_YARLL	unreviewed	Septin-type G domain-containing protein	B0I71DRAFT_130342 YALI1_F12578g	Yarrowia lipolytica (Candida lipolytica)	712
A0A1D8N834	A0A1D8N834_YARLL	unreviewed	Dolichyl-diphosphooligosaccharide--protein glycotransferase (EC 2.4.99.18)	B0I71DRAFT_172545 YALI1_B21423g	Yarrowia lipolytica (Candida lipolytica)	746
A0A1D8NHX1	A0A1D8NHX1_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_99186 YALI1_E13402g	Yarrowia lipolytica (Candida lipolytica)	194
A0A1H6Q2J0	A0A1H6Q2J0_YARLL	unreviewed	Ribosomal protein L5 domain-containing protein	B0I71DRAFT_131784 YALI1_B02881g	Yarrowia lipolytica (Candida lipolytica)	297
A0A1H6PGU3	A0A1H6PGU3_YARLL	unreviewed	Ergosterol biosynthesis ERG4/ERG24	B0I71DRAFT_134434 YALI1_B30181g	Yarrowia lipolytica (Candida lipolytica)	438
A0A1D8N6B7	A0A1D8N6B7_YARLL	unreviewed	ASTRA-associated protein 1	B0I71DRAFT_163812 YALI1_B04873g	Yarrowia lipolytica (Candida lipolytica)	428
A0A1H6PP94	A0A1H6PP94_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_127871 YALI1_E36036g	Yarrowia lipolytica (Candida lipolytica)	299
A0A1D8N990	A0A1D8N990_YARLL	unreviewed	RPAP3_C domain-containing protein	B0I71DRAFT_124718 YALI1_C01876g	Yarrowia lipolytica (Candida lipolytica)	314
A0A1D8NPM3	A0A1D8NPM3_YARLL	unreviewed	Sulfate transporter family-domain-containing protein	B0I71DRAFT_135692 YALI1_F30179g	Yarrowia lipolytica (Candida lipolytica)	995
A0A1D8N955	A0A1D8N955_YARLL	unreviewed	Metallo-dependent phosphatase-like protein	B0I71DRAFT_166439 YALI1_C01356g	Yarrowia lipolytica (Candida lipolytica)	635
A0A1D8N596	A0A1D8N596_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_135559 YALI1_A18188g	Yarrowia lipolytica (Candida lipolytica)	92
A0A1H6PN15	A0A1H6PN15_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_126767 YALI1_F37320g	Yarrowia lipolytica (Candida lipolytica)	323
A0A1D8NGB9	A0A1D8NGB9_YARLL	unreviewed	Mago nashi protein-domain-containing protein	B0I71DRAFT_130453 YALI1_D35210g	Yarrowia lipolytica (Candida lipolytica)	194
A0A1H6PQZ4	A0A1H6PQZ4_YARLL	unreviewed	RNA exonuclease 4	B0I71DRAFT_127090 YALI1_B14517g	Yarrowia lipolytica (Candida lipolytica)	184
A0A1H6PZV8	A0A1H6PZV8_YARLL	unreviewed	NADP-dependent oxidoreductase domain-containing protein	B0I71DRAFT_126128 YALI1_F03136g	Yarrowia lipolytica (Candida lipolytica)	329
A0A1D8N6M1	A0A1D8N6M1_YARLL	unreviewed	Trafficking protein particle complex subunit	B0I71DRAFT_130161 YALI1_B07769g	Yarrowia lipolytica (Candida lipolytica)	281
A0A1D8N7K4	A0A1D8N7K4_YARLL	unreviewed	Elongator complex protein 3 (EC 2.3.1.-)	B0I71DRAFT_130781 YALI1_B16687g	Yarrowia lipolytica (Candida lipolytica)	553
A0A1H6PJ99	A0A1H6PJ99_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_129610 YALI1_C10492g	Yarrowia lipolytica (Candida lipolytica)	232
A0A1D8NB48	A0A1D8NB48_YARLL	unreviewed	Transcriptional regulator of RNA polII, SAGA, subunit-domain-containing protein	B0I71DRAFT_137071 YALI1_C19840g	Yarrowia lipolytica (Candida lipolytica)	435
Q9P8X2	Q9P8X2_YARLL	unreviewed	GTP-binding protein Rac1p	rac1 B0I71DRAFT_27048 YALI1_E30639g	Yarrowia lipolytica (Candida lipolytica)	192
A0A1D8NLZ2	A0A1D8NLZ2_YARLL	unreviewed	DNA primase large subunit	B0I71DRAFT_129338 YALI1_F06991g	Yarrowia lipolytica (Candida lipolytica)	469
A0A1D8N569	A0A1D8N569_YARLL	unreviewed	Rick_17kDa_Anti domain-containing protein	B0I71DRAFT_135543 YALI1_A17957g	Yarrowia lipolytica (Candida lipolytica)	201
A0A1D8NGR4	A0A1D8NGR4_YARLL	unreviewed	DNA replication regulator SLD2	B0I71DRAFT_156281 YALI1_E02231g	Yarrowia lipolytica (Candida lipolytica)	390
A0A1H6PPL5	A0A1H6PPL5_YARLL	unreviewed	Acyl-CoA desaturase (EC 1.14.19.1)	B0I71DRAFT_135381 YALI1_C07638g	Yarrowia lipolytica (Candida lipolytica)	482
Q70ML1	Q70ML1_YARLL	unreviewed	Alpha 1-6 mannosyltransferase	anl1 B0I71DRAFT_126451 YALI1_E02799g	Yarrowia lipolytica (Candida lipolytica)	451
A0A1H6Q958	A0A1H6Q958_YARLL	unreviewed	Histone-fold-containing protein	B0I71DRAFT_128221 YALI1_E19494g	Yarrowia lipolytica (Candida lipolytica)	139
A0A1D8NPH7	A0A1D8NPH7_YARLL	unreviewed	WD40-repeat-containing domain protein	B0I71DRAFT_127633 YALI1_F28967g	Yarrowia lipolytica (Candida lipolytica)	558
A0A1D8NB93	A0A1D8NB93_YARLL	unreviewed	NMT1 domain-containing protein	B0I71DRAFT_132491 YALI1_C20396g	Yarrowia lipolytica (Candida lipolytica)	302
A0A1H6PXG3	A0A1H6PXG3_YARLL	unreviewed	Deoxyhypusine synthase	B0I71DRAFT_133596 YALI1_B01084g	Yarrowia lipolytica (Candida lipolytica)	346
A0A1H6PYE9	A0A1H6PYE9_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_128494 YALI1_E08915g	Yarrowia lipolytica (Candida lipolytica)	332
A0A1D8NF38	A0A1D8NF38_YARLL	unreviewed	Choline-phosphate cytidylyltransferase (EC 2.7.7.15)	B0I71DRAFT_133974 YALI1_D22834g	Yarrowia lipolytica (Candida lipolytica)	366
A0A1H6Q3A5	A0A1H6Q3A5_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_171326 YALI1_E05854g	Yarrowia lipolytica (Candida lipolytica)	232
A0A1H6PZC1	A0A1H6PZC1_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_5016 YALI1_C27933g	Yarrowia lipolytica (Candida lipolytica)	274
A0A1D8NMM1	A0A1D8NMM1_YARLL	unreviewed	PLC-like phosphodiesterase	B0I71DRAFT_127212 YALI1_F11605g	Yarrowia lipolytica (Candida lipolytica)	308
F2Z680	F2Z680_YARLL	unreviewed	Gag-like protein	YALI1_A08341t YALI1_A11966t YALI1_C04577t YALI1_C09781t YALI1_C10591t YALI1_C12044t YALI1_C15284t YALI1_C20664t YALI1_C21880t YALI1_C26703t YALI1_C27308t YALI1_C27912t YALI1_D02874t YALI1_D07590t YALI1_D23866t YALI1_E13150t YALI1_F04580t	Yarrowia lipolytica (Candida lipolytica)	714
A0A1D8NQA2	A0A1D8NQA2_YARLL	unreviewed	Nucleolar GTP-binding protein 2	B0I71DRAFT_173271 YALI1_F35753g	Yarrowia lipolytica (Candida lipolytica)	509
A0A1H6PIZ8	A0A1H6PIZ8_YARLL	unreviewed	Epsilon-trimethyllysine 2-oxoglutarate dioxygenase (EC 1.14.11.8) (TML hydroxylase) (TML-alpha-ketoglutarate dioxygenase)	B0I71DRAFT_156030 YALI1_C14884g	Yarrowia lipolytica (Candida lipolytica)	382
A0A1D8NJU7	A0A1D8NJU7_YARLL	unreviewed	Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	B0I71DRAFT_131433 YALI1_E28575g	Yarrowia lipolytica (Candida lipolytica)	328
A0A1D8NLZ5	A0A1D8NLZ5_YARLL	unreviewed	BSD domain-containing protein	B0I71DRAFT_129336 YALI1_F06956g	Yarrowia lipolytica (Candida lipolytica)	402
A0A1H6Q5K1	A0A1H6Q5K1_YARLL	unreviewed	Uncharacterized protein	B0I71DRAFT_160938 YALI1_A00829g	Yarrowia lipolytica (Candida lipolytica)	226
A0A1D8NA69	A0A1D8NA69_YARLL	unreviewed	Flavin reductase like domain-domain-containing protein	B0I71DRAFT_132167 YALI1_C11589g	Yarrowia lipolytica (Candida lipolytica)	231
A0A1D8NEF6	A0A1D8NEF6_YARLL	unreviewed	G protein-coupled glucose receptor regulating Gpa2-domain-containing protein	B0I71DRAFT_137162 YALI1_D16756g	Yarrowia lipolytica (Candida lipolytica)	513
A0A1D8N5B4	A0A1D8N5B4_YARLL	unreviewed	SAGA-associated factor 11	B0I71DRAFT_33306 YALI1_A18817g	Yarrowia lipolytica (Candida lipolytica)	203
A0A1D8N415	A0A1D8N415_YARLL	unreviewed	TauD domain-containing protein	B0I71DRAFT_131050 YALI1_A06640g	Yarrowia lipolytica (Candida lipolytica)	372
A0A1D8NB18	A0A1D8NB18_YARLL	unreviewed	Ribosomal RNA-processing protein 7-domain-containing protein	B0I71DRAFT_132251 YALI1_C18892g	Yarrowia lipolytica (Candida lipolytica)	254
A0A1D8N6L0	A0A1D8N6L0_YARLL	unreviewed	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	B0I71DRAFT_130133 YALI1_B07366g	Yarrowia lipolytica (Candida lipolytica)	572
A0A1D8NKC6	A0A1D8NKC6_YARLL	unreviewed	CBS domain-containing protein	B0I71DRAFT_128985 YALI1_E32512g	Yarrowia lipolytica (Candida lipolytica)	146
A0A1D8N8Y0	A0A1D8N8Y0_YARLL	unreviewed	PalH/RIM21-domain-containing protein	B0I71DRAFT_134461 YALI1_B29753g	Yarrowia lipolytica (Candida lipolytica)	522
