Entry	Gene names	Gene ontology IDs	Pathway	Keywords	Protein names
B9TSP7	FAR6 At3g56700 T8M16.30	GO:0006629; GO:0009507; GO:0009611; GO:0010345; GO:0035336; GO:0043231; GO:0080019; GO:0102965		Alternative splicing;Chloroplast;Lipid biosynthesis;Lipid metabolism;NADP;Oxidoreductase;Plastid;Reference proteome;Transit peptide	Fatty acyl-CoA reductase 6, chloroplastic (AtFAR6) (EC 1.2.1.84)
Q6CDV4	TIF1 TIF41 YALI0B20922g	GO:0002183; GO:0003724; GO:0003743; GO:0005524; GO:0005737; GO:0140603		ATP-binding;Cytoplasm;Helicase;Hydrolase;Initiation factor;Nucleotide-binding;Protein biosynthesis;RNA-binding;Reference proteome	ATP-dependent RNA helicase eIF4A (EC 3.6.4.13) (Eukaryotic initiation factor 4A) (eIF-4A) (Translation initiation factor 1)
Q99145	HIS1 YALI0C05170g	GO:0000105; GO:0000287; GO:0003879; GO:0005524; GO:0005737	PATHWAY: Amino-acid biosynthesis; L-histidine biosynthesis; L-histidine from 5-phospho-alpha-D-ribose 1-diphosphate: step 1/9.	ATP-binding;Amino-acid biosynthesis;Cytoplasm;Glycosyltransferase;Histidine biosynthesis;Nucleotide-binding;Reference proteome;Transferase	ATP phosphoribosyltransferase (ATP-PRT) (ATP-PRTase) (EC 2.4.2.17)
Q6C1T4	IPP1 YALI0F13541g	GO:0000287; GO:0004427; GO:0005829; GO:0006796		Cytoplasm;Hydrolase;Magnesium;Metal-binding;Reference proteome	Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase)
Q6C449	IRS4 YALI0E29689g	GO:0006629; GO:0006897; GO:0016197; GO:0043231		Lipid metabolism;Reference proteome	Increased rDNA silencing protein 4
Q6CA79	MAP2 YALI0D05159g	GO:0005737; GO:0046872; GO:0070006; GO:0070084		Aminopeptidase;Cytoplasm;Hydrolase;Metal-binding;Protease;Reference proteome	Methionine aminopeptidase 2 (MAP 2) (MetAP 2) (EC 3.4.11.18) (Peptidase M)
Q6CEY7	NDC80 YALI0B11814g	GO:0000776; GO:0005634; GO:0031262; GO:0051301; GO:0051315		Cell cycle;Cell division;Centromere;Chromosome;Coiled coil;Kinetochore;Mitosis;Nucleus;Reference proteome	Probable kinetochore protein NDC80
Q6C1B1	SIN4 MED16 YALI0F17776g	GO:0016592; GO:0045893		Activator;Nucleus;Reference proteome;Transcription;Transcription regulation	Mediator of RNA polymerase II transcription subunit 16 (Mediator complex subunit 16)
Q6C3T0	MED6 YALI0E32373g	GO:0003713; GO:0006357; GO:0016592; GO:0070847		Activator;Nucleus;Reference proteome;Transcription;Transcription regulation	Mediator of RNA polymerase II transcription subunit 6 (Mediator complex subunit 6)
Q6CEW9	MRD1 YALI0B12276g	GO:0000398; GO:0003723; GO:0005730; GO:0006364; GO:0016607		Nucleus;RNA-binding;Reference proteome;Repeat;Ribonucleoprotein;rRNA processing	Multiple RNA-binding domain-containing protein 1
Q6CCT1	GLC3 YALI0C06798g	GO:0003844; GO:0004553; GO:0005737; GO:0005975; GO:0005978; GO:0043169; GO:0102752	PATHWAY: Glycan biosynthesis; glycogen biosynthesis.	Glycogen biosynthesis;Glycosyltransferase;Reference proteome;Transferase	1,4-alpha-glucan-branching enzyme (EC 2.4.1.18) (Glycogen-branching enzyme)
Q6C341	HTZ1 YALI0F02827g	GO:0000786; GO:0003677; GO:0005634; GO:0006342; GO:0046982		Acetylation;Activator;Chromatin regulator;Chromosome;DNA-binding;Nucleosome core;Nucleus;Reference proteome;Transcription;Transcription regulation	Histone H2A.Z
Q6CCW0	HEM1 YALI0C06083g	GO:0001666; GO:0003870; GO:0005739; GO:0005759; GO:0006782; GO:0006783; GO:0030170	PATHWAY: Porphyrin-containing compound metabolism; protoporphyrin-IX biosynthesis; 5-aminolevulinate from glycine: step 1/1. {ECO:0000250|UniProtKB:P09950}.	Acyltransferase;Heme biosynthesis;Mitochondrion;Pyridoxal phosphate;Reference proteome;Transferase;Transit peptide	5-aminolevulinate synthase, mitochondrial (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase)
Q8TG23	MBF1 ylMBF1 YALI0B12166g	GO:0003677; GO:0005634		Activator;DNA-binding;Reference proteome;Transcription;Transcription regulation	Putative multi-protein-binding factor 1 (Protein YlMBF1)
Q6CC11	ABD1 YALI0C13618g	GO:0003723; GO:0004482; GO:0005634; GO:0005845; GO:0006370		Methyltransferase;Nucleus;RNA-binding;Reference proteome;S-adenosyl-L-methionine;Transferase;mRNA capping;mRNA processing	mRNA cap guanine-N7 methyltransferase (EC 2.1.1.56) (mRNA (guanine-N(7))-methyltransferase) (mRNA cap methyltransferase)
Q6CI13	MDM12 YALI0A02585g	GO:0000002; GO:0005789; GO:0008289; GO:0015914; GO:0032865; GO:0045040; GO:0070096; GO:1990456		Endoplasmic reticulum;Lipid transport;Lipid-binding;Membrane;Mitochondrion;Mitochondrion outer membrane;Reference proteome;Transport	Mitochondrial distribution and morphology protein 12 (Mitochondrial inheritance component MDM12)
Q6C5U8	SRB7 MED21 YALI0E15037g	GO:0003712; GO:0006357; GO:0016592		Activator;Coiled coil;Nucleus;Reference proteome;Transcription;Transcription regulation	Mediator of RNA polymerase II transcription subunit 21 (Mediator complex subunit 21)
Q6C2P2	MRS2 YALI0F06248g	GO:0005743; GO:0015095; GO:0015693; GO:0016021; GO:0045016		Ion transport;Magnesium;Membrane;Mitochondrion;Mitochondrion inner membrane;Reference proteome;Transit peptide;Transmembrane;Transmembrane helix;Transport	Mitochondrial inner membrane magnesium transporter MRS2 (RNA-splicing protein MRS2)
Q6CAP9	MMM1-1 YALI0D00935g	GO:0000002; GO:0005783; GO:0008289; GO:0015914; GO:0030176; GO:0032865; GO:0045040; GO:0070096; GO:1990456		Endoplasmic reticulum;Lipid transport;Lipid-binding;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	Maintenance of mitochondrial morphology protein 1-1
Q6CA06	MMM1-2 YALI0D06886g	GO:0000002; GO:0005783; GO:0008289; GO:0015914; GO:0030176; GO:0032865; GO:0045040; GO:0070096; GO:1990456		Endoplasmic reticulum;Lipid transport;Lipid-binding;Membrane;Reference proteome;Transmembrane;Transmembrane helix;Transport	Maintenance of mitochondrial morphology protein 1-2
Q6CFG3	LCL2 YALI0B07249g			Reference proteome;Signal	Long chronological lifespan protein 2
Q6C427	LCL3 YALI0E30305g	GO:0004518; GO:0004519; GO:0005634; GO:0005737; GO:0005739; GO:0016021; GO:0046872		Calcium;Endonuclease;Hydrolase;Membrane;Metal-binding;Mitochondrion;Nuclease;Reference proteome;Transmembrane;Transmembrane helix	Probable endonuclease LCL3 (EC 3.1.-.-)
Q707Y0	MATB2 YlMATB2 YALI0C07458g	GO:0003677; GO:0005634		DNA-binding;Homeobox;Nucleus;Reference proteome;Repressor;Transcription;Transcription regulation	Mating-type protein ALPHA2 (MATB2 transcription factor)
Q6CGS4	MRI1 YALI0A16698g	GO:0005634; GO:0005737; GO:0019284; GO:0019509; GO:0046523	PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via salvage pathway; L-methionine from S-methyl-5-thio-alpha-D-ribose 1-phosphate: step 1/6. {ECO:0000255|HAMAP-Rule:MF_03119}.	Amino-acid biosynthesis;Cytoplasm;Isomerase;Methionine biosynthesis;Nucleus;Reference proteome	Methylthioribose-1-phosphate isomerase (M1Pi) (MTR-1-P isomerase) (EC 5.3.1.23) (S-methyl-5-thioribose-1-phosphate isomerase) (Translation initiation factor eIF-2B subunit alpha/beta/delta-like protein)
Q6C0U2	YALI0F21747g	GO:0003677; GO:0005634; GO:0006974; GO:2000001		DNA damage;DNA-binding;Reference proteome;Repeat;WD repeat	DNA damage-binding protein CMR1
Q6C6T1	DPH4 YALI0E06545g	GO:0002098; GO:0005634; GO:0005829; GO:0017183; GO:0046872	PATHWAY: Protein modification; peptidyl-diphthamide biosynthesis.	Cytoplasm;Iron;Metal-binding;Nucleus;Reference proteome;Zinc	Diphthamide biosynthesis protein 4
Q6C668	ECO1 YALI0E12023g	GO:0000070; GO:0005634; GO:0006275; GO:0007062; GO:0016407; GO:0034421; GO:0045132; GO:0046872		Acyltransferase;Cell cycle;Metal-binding;Nucleus;Reference proteome;Transferase;Zinc;Zinc-finger	N-acetyltransferase ECO1 (EC 2.3.1.-) (Establishment of cohesion protein 1)
Q6C9M9	EAF3 YALI0D09845g	GO:0000123; GO:0006281; GO:0006342; GO:0016573; GO:0016575; GO:0032221; GO:0035267; GO:0043967; GO:0043968		Chromatin regulator;DNA damage;DNA repair;Nucleus;Reference proteome;Transcription;Transcription regulation	Chromatin modification-related protein EAF3
Q6C0M9	CWC21 YALI0F23309g	GO:0005681; GO:0005737; GO:0006397; GO:0008380		Coiled coil;Cytoplasm;Nucleus;Reference proteome;Spliceosome;mRNA processing;mRNA splicing	Pre-mRNA-splicing factor CWC21
Q6C626	EAF6 YALI0E13079g	GO:0005730; GO:0006281; GO:0035267; GO:0043968; GO:0043972; GO:0043981; GO:0043982; GO:0043983; GO:0044154; GO:0070776; GO:1990467; GO:1990468		Chromatin regulator;Coiled coil;DNA damage;DNA repair;Nucleus;Reference proteome;Transcription;Transcription regulation	Chromatin modification-related protein EAF6
Q6CFR3	NAR1 YALI0B04532g	GO:0016226; GO:0046872; GO:0051536; GO:0051539; GO:0097361		4Fe-4S;Iron;Iron-sulfur;Metal-binding;Reference proteome	Cytosolic Fe-S cluster assembly factor NAR1 (Nuclear architecture-related protein 1)
P78980	PEX16 YALI0E16599g	GO:0005778; GO:0007031		Membrane;Peroxisome;Reference proteome	Peroxisomal membrane protein PEX16 (Peroxin-16)
P87200	PEX17 YALI0D00891g	GO:0005778; GO:0007031; GO:0016021		Membrane;Peroxisome;Peroxisome biogenesis;Reference proteome;Transmembrane;Transmembrane helix	Peroxisomal membrane protein PEX17 (Peroxin-17)
Q99155	PEX2 PAY5 YALI0F01012g	GO:0005778; GO:0016021; GO:0046872		Membrane;Metal-binding;Peroxisome;Reference proteome;Transmembrane;Transmembrane helix;Zinc;Zinc-finger	Peroxisomal biogenesis factor 2 (Peroxin-2) (Peroxisomal protein PAY5)
Q874C0	PEX3 YALI0F22539g	GO:0005779; GO:0030674; GO:0045046		Membrane;Peroxisome;Peroxisome biogenesis;Reference proteome;Transmembrane;Transmembrane helix	Peroxisomal biogenesis factor 3 (Peroxin-3)
Q6CG46	NOP58 YALI0B00946g	GO:0005730; GO:0006364; GO:0030515; GO:0031428; GO:0032040		Nucleus;Reference proteome;Ribonucleoprotein;Ribosome biogenesis;rRNA processing	Nucleolar protein 58
Q6CDL0	YALI0B23122g	GO:0000166; GO:0005739; GO:0046872; GO:0052856; GO:0052857		Cytoplasm;Isomerase;Metal-binding;Mitochondrion;NAD;NADP;Nucleotide-binding;Potassium;Reference proteome	NAD(P)H-hydrate epimerase (EC 5.1.99.6) (NAD(P)HX epimerase)
Q6C2N7	ATG15 YALI0F06358g	GO:0004620; GO:0004806; GO:0016021; GO:0016236; GO:0032585; GO:0034496; GO:0034727; GO:0046461		Autophagy;Endosome;Glycoprotein;Hydrolase;Lipid degradation;Lipid metabolism;Membrane;Reference proteome;Signal-anchor;Transmembrane;Transmembrane helix	Putative lipase ATG15 (EC 3.1.1.3) (Autophagy-related protein 15)
Q6CGJ5	BRO1 YALI0A18766g	GO:0005768; GO:0015031		Cytoplasm;Endosome;Protein transport;Reference proteome;Transport	Vacuolar protein-sorting protein BRO1 (BRO domain-containing protein 1)
Q6C8F5	CEF1 YALI0D20086g	GO:0000398; GO:0000974; GO:0003677; GO:0005681; GO:0005737		Coiled coil;Cytoplasm;DNA-binding;Nucleus;Reference proteome;Repeat;Spliceosome;mRNA processing;mRNA splicing	Pre-mRNA-splicing factor CEF1
Q6CGE7	DPH2 YALI0A19954g	GO:0005737; GO:0017183; GO:0090560	PATHWAY: Protein modification; peptidyl-diphthamide biosynthesis.	Cytoplasm;Reference proteome;S-adenosyl-L-methionine;Transferase	2-(3-amino-3-carboxypropyl)histidine synthase subunit 2 (EC 2.5.1.108) (Diphthamide biosynthesis protein 2) (Diphtheria toxin resistance protein 2) (S-adenosyl-L-methionine:L-histidine 3-amino-3-carboxypropyltransferase 2)
Q6CCF6	COX16 YALI0C09801g	GO:0031305; GO:0033617		Membrane;Mitochondrion;Mitochondrion inner membrane;Reference proteome;Transit peptide;Transmembrane;Transmembrane helix	Cytochrome c oxidase assembly protein COX16, mitochondrial
Q6C007	CWC2 YALI0F29073g	GO:0000387; GO:0000974; GO:0007049; GO:0017070; GO:0033120; GO:0036002; GO:0045292; GO:0045787; GO:0046872; GO:0071006; GO:0071007		Cell cycle;Metal-binding;Nucleus;RNA-binding;Reference proteome;Spliceosome;Zinc;Zinc-finger;mRNA processing;mRNA splicing	Pre-mRNA-splicing factor CWC2
Q6C784	FIP1 YALI0E02882g	GO:0005847; GO:0006378; GO:0098789		Nucleus;Reference proteome;mRNA processing	Pre-mRNA polyadenylation factor FIP1
Q6CB69	DED1 YALI0C21472g	GO:0003723; GO:0003724; GO:0003743; GO:0005524; GO:0005634; GO:0005737; GO:0140603		ATP-binding;Cytoplasm;Helicase;Hydrolase;Initiation factor;Nucleotide-binding;Protein biosynthesis;RNA-binding;Reference proteome	ATP-dependent RNA helicase DED1 (EC 3.6.4.13)
Q6CF50	NCS2 CTU2 YALI0B10263g	GO:0000049; GO:0002098; GO:0002143; GO:0005829; GO:0016779; GO:0016783; GO:0032447; GO:0034227	PATHWAY: tRNA modification; 5-methoxycarbonylmethyl-2-thiouridine-tRNA biosynthesis. {ECO:0000255|HAMAP-Rule:MF_03054}.	Cytoplasm;Reference proteome;tRNA processing	Cytoplasmic tRNA 2-thiolation protein 2
Q6C0M4	HER2 YALI0F23441g	GO:0005524; GO:0005739; GO:0016787; GO:0030956; GO:0032543; GO:0050567; GO:0070681		ATP-binding;Ligase;Mitochondrion;Nucleotide-binding;Protein biosynthesis;Reference proteome	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7)
Q6CEI9	HSV2 YALI0B15290g	GO:0000422; GO:0005774; GO:0005829; GO:0006497; GO:0015031; GO:0019898; GO:0030659; GO:0032266; GO:0034045; GO:0034497; GO:0044804; GO:0080025		Cytoplasmic vesicle;Membrane;Protein transport;Reference proteome;Repeat;Transport;Vacuole;WD repeat	SVP1-like protein 2
Q6C2N2	HSE1 YALI0F06446g	GO:0010008; GO:0033565; GO:0035091; GO:0043130; GO:0043328		Endosome;Membrane;Protein transport;Reference proteome;SH3 domain;Transport	Class E vacuolar protein-sorting machinery protein HSE1
Q12726	LYS1 YALI0F31075g	GO:0004410; GO:0005739; GO:0019878; GO:0046872	PATHWAY: Amino-acid biosynthesis; L-lysine biosynthesis via AAA pathway; L-alpha-aminoadipate from 2-oxoglutarate: step 1/5. {ECO:0000250|UniProtKB:O87198}.	Amino-acid biosynthesis;Lysine biosynthesis;Magnesium;Manganese;Metal-binding;Mitochondrion;Reference proteome;Transferase;Transit peptide	Homocitrate synthase, mitochondrial (HCS) (EC 2.3.3.14)
Q6C4X5	HUT1 YALI0E22957g	GO:0005459; GO:0005460; GO:0008643; GO:0022857; GO:0030173; GO:0030176; GO:0072334		Endoplasmic reticulum;Glycoprotein;Membrane;Reference proteome;Sugar transport;Transmembrane;Transmembrane helix;Transport	UDP-galactose transporter homolog 1
Q6CH03	ADI1 YALI0A14498g	GO:0005506; GO:0005634; GO:0005737; GO:0006555; GO:0010309; GO:0019509	PATHWAY: Amino-acid biosynthesis; L-methionine biosynthesis via salvage pathway; L-methionine from S-methyl-5-thio-alpha-D-ribose 1-phosphate: step 5/6. {ECO:0000255|HAMAP-Rule:MF_03154}.	Amino-acid biosynthesis;Cytoplasm;Dioxygenase;Iron;Metal-binding;Methionine biosynthesis;Nucleus;Oxidoreductase;Reference proteome	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase (EC 1.13.11.54) (Acireductone dioxygenase (Fe(2+)-requiring)) (ARD) (Fe-ARD)
Q6CA86	CBR1 YALI0D04983g	GO:0004128; GO:0005741; GO:0005789; GO:0005886; GO:0016021		Endoplasmic reticulum;FAD;Flavoprotein;Membrane;Mitochondrion;Mitochondrion outer membrane;NAD;Oxidoreductase;Reference proteome;Transmembrane;Transmembrane helix	NADH-cytochrome b5 reductase 1 (EC 1.6.2.2) (Microsomal cytochrome b reductase)
Q6C520	AKR1 YALI0E21780g	GO:0000139; GO:0016021; GO:0016409; GO:0018345; GO:0019706; GO:0031901		ANK repeat;Acyltransferase;Endosome;Golgi apparatus;Lipoprotein;Membrane;Palmitate;Reference proteome;Repeat;Transferase;Transmembrane;Transmembrane helix	Palmitoyltransferase AKR1 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR1)
Q6C4Q9	ATG3 YALI0E24453g	GO:0000045; GO:0000153; GO:0000422; GO:0005829; GO:0015031; GO:0019776; GO:0044804		Autophagy;Cytoplasm;Protein transport;Reference proteome;Transport;Ubl conjugation pathway	Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3)
Q6C4Y4	ATG16 YALI0E22737g	GO:0006914; GO:0015031; GO:0034045		Autophagy;Coiled coil;Membrane;Protein transport;Reference proteome;Transport	Autophagy protein 16
Q6C6Y4	CAP1 YALI0E05291g	GO:0008290; GO:0030036; GO:0030479; GO:0051015; GO:0051016		Actin capping;Actin-binding;Cytoplasm;Cytoskeleton;Reference proteome	F-actin-capping protein subunit alpha
Q6C0X2	DHH1 YALI0F21032g	GO:0000932; GO:0003724; GO:0003729; GO:0005524; GO:0006397; GO:0006417; GO:0010494; GO:0033962; GO:0034063; GO:0051028; GO:0140603		ATP-binding;Cytoplasm;Helicase;Hydrolase;Nucleotide-binding;RNA-binding;Reference proteome;Translation regulation;Transport;mRNA processing;mRNA transport	ATP-dependent RNA helicase DHH1 (EC 3.6.4.13)
Q6CEB8	DRS1 YALI0B16896g	GO:0003723; GO:0003724; GO:0005524; GO:0005730; GO:0042254; GO:0140603		ATP-binding;Coiled coil;Helicase;Hydrolase;Nucleotide-binding;Nucleus;RNA-binding;Reference proteome;Ribosome biogenesis	ATP-dependent RNA helicase DRS1 (EC 3.6.4.13)
Q6CDJ8	GTF1 YALI0B23386g	GO:0005524; GO:0005743; GO:0030956; GO:0032543; GO:0050567; GO:0070681		ATP-binding;Ligase;Membrane;Mitochondrion;Mitochondrion inner membrane;Nucleotide-binding;Protein biosynthesis;Reference proteome	Glutamyl-tRNA(Gln) amidotransferase subunit F, mitochondrial (Glu-AdT subunit F) (EC 6.3.5.-)
Q6C161	TIF32 YALI0F18942g	GO:0001732; GO:0002188; GO:0003729; GO:0003743; GO:0016282; GO:0033290; GO:0043614; GO:0071540; GO:0071541		Coiled coil;Cytoplasm;Initiation factor;Protein biosynthesis;RNA-binding;Reference proteome	Eukaryotic translation initiation factor 3 subunit A (eIF3a) (Eukaryotic translation initiation factor 3 110 kDa subunit homolog) (eIF3 p110) (Translation initiation factor eIF3, p110 subunit homolog)
Q6CFG6	EFG1 YALI0B07161g	GO:0000462; GO:0005730; GO:0030688		Coiled coil;Nucleus;Reference proteome;rRNA processing	rRNA-processing protein EFG1
Q6C890	ERF2 YALI0D21670g	GO:0005783; GO:0005789; GO:0005794; GO:0006612; GO:0016021; GO:0018230; GO:0019706		Acyltransferase;Endoplasmic reticulum;Lipoprotein;Membrane;Palmitate;Reference proteome;Transferase;Transmembrane;Transmembrane helix	Palmitoyltransferase ERF2 (EC 2.3.1.225) (DHHC cysteine-rich domain-containing protein ERF2) (Ras protein acyltransferase)
Q6C238	EXO84 YALI0F11143g	GO:0000145; GO:0006887; GO:0006893; GO:0008104; GO:0015031; GO:0030133		Coiled coil;Cytoplasmic vesicle;Exocytosis;Protein transport;Reference proteome;Transport	Exocyst complex component EXO84
Q6CC70	EXO70 YALI0C11946g	GO:0000145; GO:0005935; GO:0006887; GO:0015031		Exocytosis;Protein transport;Reference proteome;Transport	Exocyst complex protein EXO70
Q6C2D9	ERG6 YALI0F08701g	GO:0003838; GO:0005783; GO:0006696; GO:0016126; GO:0032259	PATHWAY: Steroid metabolism; ergosterol biosynthesis; ergosterol from zymosterol: step 1/5.	Lipid biosynthesis;Lipid metabolism;Methyltransferase;Reference proteome;S-adenosyl-L-methionine;Steroid biosynthesis;Steroid metabolism;Sterol biosynthesis;Sterol metabolism;Transferase	Sterol 24-C-methyltransferase (EC 2.1.1.41) (Delta(24)-sterol C-methyltransferase)
Q6CEA4	MTC6 YALI0B17248g	GO:0016021		Glycoprotein;Membrane;Reference proteome;Signal;Transmembrane;Transmembrane helix	Maintenance of telomere capping protein 6
Q6C6C6	YALI0E10571g	GO:0005739; GO:0009107; GO:0009249; GO:0016992; GO:0046872; GO:0051539; GO:0102552; GO:0102553	PATHWAY: Protein modification; protein lipoylation via endogenous pathway; protein N(6)-(lipoyl)lysine from octanoyl-[acyl-carrier-protein]: step 2/2. {ECO:0000255|HAMAP-Rule:MF_03123}.	4Fe-4S;Iron;Iron-sulfur;Metal-binding;Mitochondrion;Reference proteome;S-adenosyl-L-methionine;Transferase	Lipoyl synthase, mitochondrial (EC 2.8.1.8) (Lipoate synthase) (LS) (Lip-syn) (Lipoic acid synthase)
Q6C3E5	YALI0F00396g	GO:0004177; GO:0004301; GO:0005634; GO:0005829; GO:0008237; GO:0008270; GO:0043171		Cytoplasm;Hydrolase;Metal-binding;Metalloprotease;Nucleus;Protease;Reference proteome;Zinc	Leucine aminopeptidase 2 (EC 3.4.11.-) (Epoxide hydrolase) (EC 3.3.2.10) (Leukotriene A-4 hydrolase homolog) (LTA-4 hydrolase)
Q6CFP3	KEX1 YALI0B05170g	GO:0004185; GO:0005802; GO:0006915; GO:0016021		Apoptosis;Carboxypeptidase;Glycoprotein;Golgi apparatus;Hydrolase;Membrane;Protease;Reference proteome;Signal;Transmembrane;Transmembrane helix	Pheromone-processing carboxypeptidase KEX1 (EC 3.4.16.6) (Carboxypeptidase D)
Q6CHU5	NPC2 YALI0A04895g	GO:0015918; GO:0032366; GO:0032934		Lipid transport;Reference proteome;Signal;Transport	Phosphatidylglycerol/phosphatidylinositol transfer protein (PG/PI-TP)
Q6C3S1	NDE1 YALI0E32571g	GO:0000132; GO:0000776; GO:0005737; GO:0005871; GO:0005874; GO:0007020; GO:0007059; GO:0008017; GO:0047496; GO:0051303; GO:0051642; GO:2000574		Coiled coil;Cytoplasm;Cytoskeleton;Microtubule;Reference proteome;Transport	Nuclear distribution protein nudE homolog 1
Q6BZQ9	NMA111 YALI0F31603g	GO:0004252; GO:0005634; GO:0006915		Apoptosis;Hydrolase;Nucleus;Protease;Reference proteome;Repeat;Serine protease	Pro-apoptotic serine protease NMA111 (EC 3.4.21.-)
F2Z699	NDH2 YALI0F25135g	GO:0005743; GO:0050136		Coiled coil;FAD;Flavoprotein;Membrane;Mitochondrion;Mitochondrion inner membrane;NAD;Oxidoreductase;Reference proteome;Transit peptide	External alternative NADH-ubiquinone oxidoreductase, mitochondrial (EC 1.6.5.9) (External alternative NADH dehydrogenase) (NADH:ubiquinone reductase (non-electrogenic))
